ID;User_ID;Table_rank_2024_09;Person;net_worth_inBillionUSD_2024_09;Age_of_person_2024_09;Date
987;716;987;Somurai Jaruphnit;3,6;70;09-30-2024
988;1099;988;Robert Friedland;3,6;74;09-30-2024
989;1153;989;Maria Del Pino;3,6;68;09-30-2024
990;824;990;Remo Ruffini;3,6;63;09-30-2024
991;1176;991;Falguni Nayar;3,6;61;09-30-2024
992;788;992;Edwin Leong;3,6;72;09-30-2024
993;865;993;Bennett Dorrance;3,6;78;09-30-2024
994;993;994;Ajay Piramal;3,6;69;09-30-2024
995;236;995;Li Zhenguo;3,6;56;09-30-2024
996;996;996;Robert Sands;3,6;66;09-30-2024
997;691;997;Travis Kalanick;3,6;48;09-30-2024
998;1579;998;Scott Kapnick;3,6;65;09-30-2024
999;1591;999;Kentaro Ogawa;3,6;76;09-30-2024
1000;1256;1000;Alfred Gantner;3,6;56;09-30-2024
1001;1252;1000;Marcel Erni;3,6;59;09-30-2024
1002;1280;1000;Urs Wietlisbach;3,6;63;09-30-2024
1003;856;1003;Hans Peter Wild;3,6;83;09-30-2024
1004;890;1004;Giuliana Benetton;3,6;87;09-30-2024
1005;891;1005;Luciano Benetton;3,6;89;09-30-2024
1006;798;1006;Wang Junlin;3,6;62;09-30-2024
1007;1453;1007;Kiran Mazumdar-Shaw;3,6;71;09-30-2024
1008;1150;1008;Chen Zhiping;3,5;48;09-30-2024
1009;1336;1009;Paul-Heinz Wesjohann;3,5;81;09-30-2024
1010;622;1010;Mikhail Shelkov;3,5;56;09-30-2024
1011;911;1011;Aristotelis Mistakidis;3,5;62;09-30-2024
1012;976;1012;Jean Coutu;3,5;97;09-30-2024
1013;1152;1013;Ray Davis;3,5;82;09-30-2024
1014;518;1014;Kwon Hyuk-bin;3,5;50;09-30-2024
1015;3199;1015;Andrew Bialecki;3,5;39;09-30-2024
1016;1082;1016;Jose Joao Abdalla Filho;3,5;79;09-30-2024
1017;2488;1017;Wu Xiangdong;3,5;55;09-30-2024
1018;1012;1018;Jacques D Amours;3,5;67;09-30-2024
1019;1508;1019;Michael Jordan;3,5;61;09-30-2024
1020;950;1020;Ravi Modi;3,5;47;09-30-2024
1021;805;1021;Giuseppe Crippa;3,5;89;09-30-2024
1022;815;1022;Peter Gassner;3,5;59;09-30-2024
1023;2647;1023;Guo Guangchang;3,5;57;09-30-2024
1024;930;1024;Zhou Bajin;3,5;89;09-30-2024
1025;1378;1025;Prathap Reddy;3,5;92;09-30-2024
1026;2786;1026;Lutz Mario Helmig;3,5;78;09-30-2024
1027;1320;1027;Giorgio Perfetti;3,5;57;09-30-2024
1028;1308;1028;Kevin David Lehmann;3,5;22;09-30-2024
1029;1550;1029;Nikolai Buinov;3,5;57;09-30-2024
1030;1914;1030;Ramesh Juneja;3,5;69;09-30-2024
1031;867;1031;Walter Frey;3,5;81;09-30-2024
1032;871;1032;Kwek Leng Beng;3,5;83;09-30-2024
1033;1010;1033;John Caudwell;3,5;72;09-30-2024
1034;1220;1034;Lin Chen-hai;3,5;77;09-30-2024
1035;1002;1035;Sunny Varkey;3,5;67;09-30-2024
1036;3170;1036;Fernand Huts;3,5;74;09-30-2024
1037;1185;1037;Julia Thiele-Schuerhoff;3,5;52;09-30-2024
1038;991;1038;Maja Oeri;3,4;69;09-30-2024
1039;861;1039;Mohed Altrad;3,4;76;09-30-2024
1040;2006;1040;Reinold Geiger;3,4;77;09-30-2024
1041;1245;1041;Brian Acton;3,4;52;09-30-2024
1042;844;1042;Laurence Graff;3,4;86;09-30-2024
1043;2864;1043;Yuri Kovalchuk;3,4;73;09-30-2024
1044;846;1044;Robert Johnson;3,4;77;09-30-2024
1045;797;1045;Tung Chee Chen;3,4;81;09-30-2024
1046;1913;1046;Rajeev Juneja;3,4;59;09-30-2024
1047;1136;1047;Gustav Magnar Witzoe;3,4;31;09-30-2024
1048;1093;1048;Jack Cowin;3,4;82;09-30-2024
1049;3169;1049;Michael Latifi;3,4;61;09-30-2024
1050;834;1050;Barry Zekelman;3,4;57;09-30-2024
1051;1174;1051;C. Dean Metropoulos;3,4;78;09-30-2024
1052;977;1052;Catheline Perier DIeteren;3,4;80;09-30-2024
1053;1209;1053;Sandeep Engineer;3,4;63;09-30-2024
1054;949;1054;Daniel Mate;3,4;61;09-30-2024
1055;1053;1055;Du Jiangtao;3,4;54;09-30-2024
1056;914;1056;Ravi Pillai;3,4;71;09-30-2024
1057;999;1057;Martua Sitorus;3,4;64;09-30-2024
1058;1364;1058;Chris Larsen;3,4;64;09-30-2024
1059;830;1059;Xiao Yongming;3,4;60;09-30-2024
1060;952;1060;Jonathan Nelson;3,4;68;09-30-2024
1061;3200;1061;Yu Zhuyun;3,4;50;09-30-2024
1062;919;1062;Isabella Seragnoli;3,4;78;09-30-2024
1063;1249;1063;Otto Philipp Braun;3,4;46;09-30-2024
1064;483;1064;Miao Hangen;3,4;59;09-30-2024
1065;1381;1065;Karl Scheufele III;3,4;85;09-30-2024
1066;769;1066;Howard Schultz;3,4;71;09-30-2024
1067;3023;1067;Wu Guangming;3,4;62;09-30-2024
1068;1042;1068;William Wrigley Jr;3,4;60;09-30-2024
1069;1045;1069;Joy Alukkas;3,4;68;09-30-2024
1070;1569;1070;Eduardo Eurnekian;3,4;91;09-30-2024
1071;1192;1071;Bill Alfond;3,4;76;09-30-2024
1072;1194;1071;Ted Alfond;3,4;80;09-30-2024
1073;1193;1071;Susan Alfond;3,4;79;09-30-2024
1074;1058;1074;Lee Yeow Chor;3,4;57;09-30-2024
1075;2710;1075;Alceu Elias Feldmann;3,4;75;09-30-2024
1076;3174;1076;Gerald Frere;3,4;73;09-30-2024
1077;2241;1077;Jeffrey Cheah;3,4;79;09-30-2024
1078;960;1078;Rita Tong Liu;3,4;76;09-30-2024
1079;892;1079;Arun Bharat Ram;3,4;83;09-30-2024
1080;2264;1080;Anthony Hall;3,3;69;09-30-2024
1081;803;1081;Maurizio Billi;3,3;66;09-30-2024
1082;968;1082;Norman Braman;3,3;92;09-30-2024
1083;901;1083;Sergei Galitsky;3,3;57;09-30-2024
1084;1395;1084;Radha Vembu;3,3;51;09-30-2024
1085;801;1085;Zhang Jian;3,3;55;09-30-2024
1086;1259;1086;Peter Hargreaves;3,3;77;09-30-2024
1087;516;1087;Fang Wei;3,3;51;09-30-2024
1088;1028;1088;Ronald McAulay;3,3;88;09-30-2024
1089;1074;1089;Su Hua;3,3;42;09-30-2024
1090;1341;1090;George Argyros;3,3;87;09-30-2024
1091;1749;1091;Dmitry Pumpyansky;3,3;60;09-30-2024
1092;2261;1092;Balkrishan Goenka;3,3;58;09-30-2024
1093;921;1093;Warren Stephens;3,3;67;09-30-2024
1094;2271;1094;Sam Hupert;3,3;69;09-30-2024
1095;2666;1095;Gustavo Denegri;3,3;87;09-30-2024
1096;1054;1096;Lorenzo Fertitta;3,3;55;09-30-2024
1097;752;1097;Hayes Barnard;3,3;52;09-30-2024
1098;1246;1098;Abdulla Al Futtaim;3,3;84;09-30-2024
1099;627;1099;Hu Kaijun;3,3;62;09-30-2024
1100;3020;1100;Frank Fertitta III.;3,3;62;09-30-2024
1101;962;1101;Frank VanderSloot;3,3;76;09-30-2024
1102;873;1102;Arnon Milchan;3,3;79;09-30-2024
1103;789;1103;Mohamed Mansour;3,3;76;09-30-2024
1104;532;1104;Kim Beom-su;3,3;58;09-30-2024
1105;1295;1105;James Duff;3,3;63;09-30-2024
1106;1296;1105;Thomas Duff;3,3;67;09-30-2024
1107;2976;1107;Sunil Vachani;3,3;55;09-30-2024
1108;1963;1108;Sergei Studennikov;3,2;57;09-30-2024
1109;636;1109;Jay Paul;3,2;77;09-30-2024
1110;995;1110;Stephen Rubin;3,2;87;09-30-2024
1111;1210;1111;Serge Godin;3,2;74;09-30-2024
1112;1216;1112;Saban Cemil Kazanci;3,2;63;09-30-2024
1113;1640;1113;Yusuf Hamied;3,2;88;09-30-2024
1114;1018;1114;Otto Happel;3,2;76;09-30-2024
1115;893;1115;Ron Burkle;3,2;71;09-30-2024
1116;1015;1116;Michael Federmann;3,2;81;09-30-2024
1117;966;1117;Nicolas Berggruen;3,2;63;09-30-2024
1118;616;1118;Neal Blue;3,2;89;09-30-2024
1119;818;1119;Daniel Loeb;3,2;62;09-30-2024
1120;843;1120;Alessandra Garavoglia;3,2;64;09-30-2024
1121;250;1121;Yang Huiyan;3,2;43;09-30-2024
1122;3180;1122;Marc Fielmann;3,2;35;09-30-2024
1123;1116;1123;Patrice Motsepe;3,2;62;09-30-2024
1124;1171;1124;Lu Weiding;3,2;53;09-30-2024
1125;2097;1125;Zheng Jianjiang;3,1;63;09-30-2024
1126;1248;1126;Koos Bekker;3,1;71;09-30-2024
1127;816;1127;Patrick Lee;3,1;82;09-30-2024
1128;854;1128;Leena Tewari;3,1;67;09-30-2024
1129;1451;1129;Rafique Malik;3,1;73;09-30-2024
1130;863;1130;Bill Austin;3,1;82;09-30-2024
1131;3177;1131;Segolene Gallienne;3,1;47;09-30-2024
1132;3176;1132;Alexander Ramlie;3,1;51;09-30-2024
1133;1548;1133;David Blitzer;3,1;55;09-30-2024
1134;764;1134;Shigenobu Nagamori;3,1;80;09-30-2024
1135;1038;1135;Rodney Sacks;3,1;74;09-30-2024
1136;1095;1136;N. Murray Edwards;3,1;64;09-30-2024
1137;1022;1137;Ipek Kirac;3,1;39;09-30-2024
1138;1312;1138;Kishore Mariwala;3,1;89;09-30-2024
1139;1037;1139;Haim Saban;3,1;79;09-30-2024
1140;1009;1140;Cao Longxiang;3,1;67;09-30-2024
1141;900;1141;Lindsay Fox;3,1;87;09-30-2024
1142;1324;1142;Richard Sands;3,1;73;09-30-2024
1143;2679;1143;Qiu Guanghe;3,1;72;09-30-2024
1144;2635;1144;Chen Fashu;3,1;63;09-30-2024
1145;756;1145;Huang Li;3,1;61;09-30-2024
1146;827;1146;Scott Shleifer;3,1;47;09-30-2024
1147;937;1147;Martin Ebner;3,1;79;09-30-2024
1148;191;1148;Jin Baofang;3,1;72;09-30-2024
1149;2426;1149;Nikhil Kamath;3,1;38;09-30-2024
1150;959;1150;Friede Springer;3,1;82;09-30-2024
1151;1029;1151;Erwin Franz Mueller;3,1;92;09-30-2024
1152;1345;1152;Aneel Bhusri;3,1;58;09-30-2024
1153;1444;1153;Theodore Leonsis;3,1;68;09-30-2024
1154;1377;1154;Phillip T. (Terry) Ragon;3,1;75;09-30-2024
1155;1829;1155;P.N.C. Menon;3;75;09-30-2024
1156;955;1156;Sergei Popov;3;53;09-30-2024
1157;1298;1157;John Fisher;3;63;09-30-2024
1158;1072;1158;Sean Parker;3;44;09-30-2024
1159;1149;1159;Richard Chandler;3;65;09-30-2024
1160;916;1160;Hilton Schlosberg;3;71;09-30-2024
1161;1394;1161;Shamsheer Vayalil;3;47;09-30-2024
1162;1001;1162;Sukanto Tanoto;3;74;09-30-2024
1163;2127;1163;Anand Deshpande;3;62;09-30-2024
1164;1226;1164;Tomas Olivo Lopez;3;50;09-30-2024
1165;1530;1165;Bhadresh Shah;3;72;09-30-2024
1166;1219;1166;Li Hongxin;3;71;09-30-2024
1167;1132;1167;Evan Spiegel;3;34;09-30-2024
1168;965;1168;Semahat Sevim Arsel;3;96;09-30-2024
1169;1965;1169;Kevin Systrom;3;40;09-30-2024
1170;1319;1170;Augusto Perfetti;3;78;09-30-2024
1171;1198;1171;Vivek Chand Burman;3;87;09-30-2024
1172;1362;1172;Willis Johnson;3;77;09-30-2024
1173;1179;1173;Alejandro Santo Domingo;3;47;09-30-2024
1174;1151;1174;Fernando Chico Pardo;3;72;09-30-2024
1175;2317;1175;Atul Ruia;3;53;09-30-2024
1176;1572;1176;Surjit Kumar Gupta;3;82;09-30-2024
1177;883;1177;Jeffrey Talpins;3;49;09-30-2024
1178;1013;1178;John Paul DeJoria;3;80;09-30-2024
1179;1049;1179;Choo Chong Ngen;3;71;09-30-2024
1180;1069;1180;Maren Otto;3;82;09-30-2024
1181;1188;1181;Stefan Wirtgen;3;54;09-30-2024
1182;1187;1181;Jurgen Wirtgen;3;59;09-30-2024
1183;1561;1183;Sol Daurella;3;58;09-30-2024
1184;2692;1184;Nguyen Thi Phuong Thao;3;54;09-30-2024
1185;948;1185;Vladimir Litvinenko;3;69;09-30-2024
1186;2664;1186;James Packer;3;57;09-30-2024
1187;1255;1187;Bernard Fraisse;3;68;09-30-2024
1188;1218;1188;Wolfgang Leitner;3;71;09-30-2024
1189;857;1189;Wu Guanjiang;3;55;09-30-2024
1190;1241;1190;Oprah Winfrey;3;70;09-30-2024
1191;3178;1191;Roger Samuelsson;3;60;09-30-2024
1192;3109;1192;Kwak Dong Shin;3;49;09-30-2024
1193;1459;1193;Florentino Perez;3;77;09-30-2024
1194;2697;1194;Zhang Lei;3;51;09-30-2024
1195;969;1195;Eva Maria Bucher-Haefner;3;67;09-30-2024
1196;602;1196;Juan Domingo Beckmann Legorreta;3;57;09-30-2024
1197;1681;1197;Alan Trefler;3;68;09-30-2024
1198;2945;1198;Andrew Karam;3;42;09-30-2024
1199;1147;1199;Miriam Baumann-Blocher;2,9;49;09-30-2024
1200;944;1200;Kuok Khoon Hong;2,9;74;09-30-2024
1201;758;1201;Ji Qi;2,9;58;09-30-2024
1202;468;1202;Jiang Weiping;2,9;69;09-30-2024
1203;862;1203;John Arnold;2,9;50;09-30-2024
1204;1384;1204;Kavitark Ram Shriram;2,9;67;09-30-2024
1205;1091;1205;Henri Beaufour;2,9;59;09-30-2024
1206;1090;1205;Anne Beaufour;2,9;61;09-30-2024
1207;3181;1207;Doug Ostrover;2,9;62;09-30-2024
1208;1857;1208;Alan Wilson;2,9;83;09-30-2024
1209;1858;1208;Bruce Wilson;2,9;78;09-30-2024
1210;1859;1208;John Wilson;2,9;86;09-30-2024
1211;1512;1211;Martin Lau;2,9;51;09-30-2024
1212;1789;1212;Robert Clark;2,9;65;09-30-2024
1213;3038;1213;Qian Dongqi;2,9;66;09-30-2024
1214;990;1214;Gilles Martin;2,9;60;09-30-2024
1215;704;1215;Rufino Vigil Gonzalez;2,9;76;09-30-2024
1216;1416;1216;Beda Diethelm;2,9;83;09-30-2024
1217;1143;1217;David Baszucki;2,9;61;09-30-2024
1218;1111;1218;Maritsa Lazari;2,9;79;09-30-2024
1219;1039;1219;Karthik Sarma;2,9;49;09-30-2024
1220;1207;1220;Sergey Dmitriev;2,9;58;09-30-2024
1221;3029;1221;Ye Chenghai;2,9;81;09-30-2024
1222;898;1222;Charles Ergen;2,9;71;09-30-2024
1223;1524;1223;Matthew Prince;2,9;49;09-30-2024
1224;578;1224;Li Gaiteng;2,9;52;09-30-2024
1225;1668;1225;Olivier Pomel;2,9;47;09-30-2024
1226;3183;1226;Sophie Luise Fielmann;2,9;29;09-30-2024
1227;648;1227;Chen Hua;2,9;58;09-30-2024
1228;614;1228;Stephane Bancel;2,9;52;09-30-2024
1229;1088;1229;Harindarpal Banga;2,9;74;09-30-2024
1230;2695;1230;John Tyson;2,9;71;09-30-2024
1231;1094;1231;Glenn Dubin;2,9;67;09-30-2024
1232;1343;1232;Albert Avdolyan;2,9;53;09-30-2024
1233;3244;1233;Ling Tang;2,9;;09-30-2024
1234;1175;1234;Hans Georg Naeder;2,9;63;09-30-2024
1235;1105;1235;Kei Hoi Pang;2,9;58;09-30-2024
1236;1326;1236;Alberto Siccardi;2,9;80;09-30-2024
1237;1062;1237;Najib Mikati;2,9;68;09-30-2024
1238;1133;1238;Glen Taylor;2,9;83;09-30-2024
1239;1264;1239;Jed McCaleb;2,9;49;09-30-2024
1240;1063;1240;Taha Mikati;2,8;79;09-30-2024
1241;1126;1241;Wayne Rothbaum;2,8;56;09-30-2024
1242;1867;1242;Steven Meng Yang;2,8;42;09-30-2024
1243;1118;1243;Timm Oberwelland;2,8;54;09-30-2024
1244;1573;1244;Caroline Hagen Kjos;2,8;40;09-30-2024
1245;1276;1245;Lucio Tan;2,8;90;09-30-2024
1246;1100;1246;Alexander Frolov;2,8;60;09-30-2024
1247;1258;1247;Mitchell Goldhar;2,8;63;09-30-2024
1248;1456;1248;Eugene Murtagh;2,8;82;09-30-2024
1249;1386;1249;William Stone;2,8;69;09-30-2024
1250;1195;1250;Riley Bechtel;2,8;72;09-30-2024
1251;1393;1251;Lottie Tham;2,8;75;09-30-2024
1252;1066;1252;Philip Niarchos;2,8;70;09-30-2024
1253;2421;1253;Huang Shan;2,8;54;09-30-2024
1254;1307;1254;Stephen Lansdown;2,8;72;09-30-2024
1255;1360;1255;Thomas James;2,8;82;09-30-2024
1256;761;1256;Richard LeFrak;2,8;79;09-30-2024
1257;1031;1257;God Nisanov;2,8;52;09-30-2024
1258;1021;1257;Zarakh Iliev;2,8;58;09-30-2024
1259;642;1259;Wang Junshi;2,8;75;09-30-2024
1260;598;1260;Barry Sternlicht;2,8;63;09-30-2024
1261;1055;1261;Sebastian Glaser;2,8;45;09-30-2024
1262;1019;1262;Gudrun Heine;2,8;69;09-30-2024
1263;1040;1262;Sybill Storz;2,8;87;09-30-2024
1264;2303;1264;Scott Nuttall;2,8;51;09-30-2024
1265;923;1265;Roman Trotsenko;2,8;54;09-30-2024
1266;1592;1266;Ajay Parekh;2,8;67;09-30-2024
1267;1204;1267;Yadu Hari Dalmia;2,8;77;09-30-2024
1268;1958;1268;Basudeo Singh;2,8;83;09-30-2024
1269;1413;1269;Bruce Cheng;2,8;87;09-30-2024
1270;1455;1270;Mu Rongjun;2,8;44;09-30-2024
1271;1684;1271;Martin Viessmann;2,8;70;09-30-2024
1272;1036;1272;Alexey Repik;2,8;45;09-30-2024
1273;979;1273;Stephen Deckoff;2,8;58;09-30-2024
1274;3021;1274;Song Zuowen;2,8;77;09-30-2024
1275;1119;1275;Dan Olsson;2,8;77;09-30-2024
1276;1203;1276;Leon G. Cooperman;2,8;81;09-30-2024
1277;1109;1277;Hans Langer;2,8;72;09-30-2024
1278;1273;1278;Arnout Schuijff;2,8;56;09-30-2024
1279;2756;1279;Qi Jinxing;2,8;62;09-30-2024
1280;982;1280;Susan Carol Holland;2,8;68;09-30-2024
1281;972;1281;Chan Tan Ching-fen;2,8;;09-30-2024
1282;1599;1282;Dwight Schar;2,8;82;09-30-2024
1283;1104;1283;Samvel Karapetyan;2,8;59;09-30-2024
1284;1117;1284;Denis O Brien;2,8;66;09-30-2024
1285;1593;1285;Narendrakumar Parekh;2,8;86;09-30-2024
1286;1239;1286;Peter Unger;2,8;80;09-30-2024
1287;1294;1287;K. Dinesh;2,8;70;09-30-2024
1288;1443;1288;Christian Latouche;2,8;84;09-30-2024
1289;1300;1289;Erman Ilicak;2,8;56;09-30-2024
1290;963;1290;Yoo Jung-hyun;2,8;55;09-30-2024
1291;1141;1291;Felix Baker;2,8;55;09-30-2024
1292;1142;1292;Julian Baker;2,8;58;09-30-2024
1293;1070;1293;Ranjan Pai;2,8;51;09-30-2024
1294;904;1294;Michael Hintze;2,7;71;09-30-2024
1295;3024;1295;Bernard Saul II.;2,7;92;09-30-2024
1296;2667;1296;Shi Yonghong;2,7;55;09-30-2024
1297;951;1297;Farhad Moshiri;2,7;69;09-30-2024
1298;971;1298;Jean-Pierre Cayard;2,7;81;09-30-2024
1299;1315;1299;Vadim Moshkovich;2,7;57;09-30-2024
1300;1199;1300;Herb Chambers;2,7;82;09-30-2024
1301;1200;1301;Cheng Yixiao;2,7;40;09-30-2024
1302;841;1302;Richard Branson;2,7;74;09-30-2024
1303;1284;1303;Mortimer Zuckerman;2,7;87;09-30-2024
1304;1017;1304;Gu Yuhua;2,7;74;09-30-2024
1305;1106;1305;Mustafa Rahmi Koc;2,7;93;09-30-2024
1306;1849;1306;August Troendle;2,7;68;09-30-2024
1307;894;1307;Chen Kaixuan;2,7;66;09-30-2024
1308;2373;1308;Prem Kumar Arora;2,7;86;09-30-2024
1309;934;1309;Deng Wen;2,7;56;09-30-2024
1310;1291;1310;Chao Teng-hsiung;2,7;79;09-30-2024
1311;1243;1311;Xie Weitong;2,7;67;09-30-2024
1312;2352;1312;Tyler Winklevoss;2,7;43;09-30-2024
1313;2351;1312;Cameron Winklevoss;2,7;43;09-30-2024
1314;2671;1314;Shi Yuzhu;2,7;62;09-30-2024
1315;1228;1315;John Pritzker;2,7;71;09-30-2024
1316;3034;1316;Zhang Xinghai;2,7;61;09-30-2024
1317;1016;1317;Kenneth Feld;2,7;75;09-30-2024
1318;1135;1318;Bulat Utemuratov;2,7;66;09-30-2024
1319;1233;1319;Jeff Sutton;2,7;64;09-30-2024
1320;1254;1320;Gerald Ford;2,7;80;09-30-2024
1321;1217;1321;Brad Kelley;2,7;67;09-30-2024
1322;1206;1322;Oleg Deripaska;2,7;56;09-30-2024
1323;1533;1323;Otto Toto Sugiri;2,7;71;09-30-2024
1324;980;1324;Feng Hailiang;2,7;64;09-30-2024
1325;1068;1325;Benjamin Otto;2,7;49;09-30-2024
1326;1283;1326;Yang Weidong;2,7;56;09-30-2024
1327;897;1327;Dong Jinggui;2,7;;09-30-2024
1328;1708;1328;John Elkann;2,7;48;09-30-2024
1329;1733;1329;Alexis Le-Quoc;2,7;49;09-30-2024
1330;1745;1330;Alberto Palatchi;2,7;75;09-30-2024
1331;1155;1331;John Dorrance III.;2,6;80;09-30-2024
1332;1077;1332;Tung Chee Hwa;2,6;87;09-30-2024
1333;942;1333;Bertil Hult;2,6;83;09-30-2024
1334;1281;1334;Jerry Yang;2,6;55;09-30-2024
1335;2328;1335;Abhay Soi;2,6;51;09-30-2024
1336;737;1336;Wesley Edens;2,6;62;09-30-2024
1337;1268;1337;Daniel Pritzker;2,6;65;09-30-2024
1338;987;1338;Lin Ming-hsiung;2,6;74;09-30-2024
1339;2155;1339;Kagemasa Kozuki;2,6;83;09-30-2024
1340;1321;1340;Alberto Prada;2,6;70;09-30-2024
1341;1322;1340;Marina Prada;2,6;79;09-30-2024
1342;906;1342;Lee Boo-jin;2,6;53;09-30-2024
1343;3184;1343;George Prokopiou;2,6;78;09-30-2024
1344;1672;1344;Anatoly Sedykh;2,6;59;09-30-2024
1345;1165;1345;Henry Laufer;2,6;79;09-30-2024
1346;877;1346;Phil Ruffin;2,6;89;09-30-2024
1347;1318;1347;Lirio Parisotto;2,6;70;09-30-2024
1348;731;1348;Wu Yiling;2,6;74;09-30-2024
1349;1006;1349;Zhu Gongshan;2,6;66;09-30-2024
1350;1754;1350;Paul Saville;2,6;68;09-30-2024
1351;1493;1351;Wilhelm Beier;2,6;68;09-30-2024
1352;1596;1352;G. Rajendran;2,6;81;09-30-2024
1353;1261;1353;Kwek Leng Kee;2,6;69;09-30-2024
1354;1041;1354;Daniel Sundheim;2,6;47;09-30-2024
1355;1247;1355;Edward Bass;2,6;79;09-30-2024
1356;1538;1356;William Young;2,6;83;09-30-2024
1357;1257;1357;Paul Gauselmann;2,6;90;09-30-2024
1358;1552;1358;Howard Butt III.;2,6;72;09-30-2024
1359;1553;1358;Stephen Butt;2,6;69;09-30-2024
1360;399;1360;Gao Jifan;2,6;59;09-30-2024
1361;1657;1361;Robert G. Miller;2,6;79;09-30-2024
1362;2649;1362;Xie Liangzhi;2,6;58;09-30-2024
1363;3114;1363;Park Soon-jae;2,6;69;09-30-2024
1364;1821;1364;Lee Yeow Seng;2,6;46;09-30-2024
1365;1434;1365;Douglas Hsu;2,6;82;09-30-2024
1366;2374;1366;Joseph Bae;2,6;52;09-30-2024
1367;1365;1367;Solomon Lew;2,6;79;09-30-2024
1368;1274;1368;Hans Sy;2,6;69;09-30-2024
1369;1782;1369;Christian Birkenstock;2,6;52;09-30-2024
1370;3025;1370;Roy Carroll II;2,6;61;09-30-2024
1371;1492;1371;Pavel Baudis;2,6;64;09-30-2024
1372;3317;1372;Alpana Dangi;2,5;51;09-30-2024
1373;596;1373;Issad Rebrab;2,5;80;09-30-2024
1374;1819;1374;Anthony Langley;2,5;69;09-30-2024
1375;1575;1375;Reid Hoffman;2,5;57;09-30-2024
1376;1278;1376;Ted Turner;2,5;85;09-30-2024
1377;1332;1377;Georg von Opel;2,5;58;09-30-2024
1378;2052;1378;Yoshiko Mori;2,5;84;09-30-2024
1379;1358;1379;Hans-Werner Hector;2,5;84;09-30-2024
1380;1214;1380;Jay-Z;2,5;54;09-30-2024
1381;886;1381;Xue Hua;2,5;;09-30-2024
1382;1225;1382;Bobby Murphy;2,5;36;09-30-2024
1383;1417;1383;Domenico Dolce;2,5;66;09-30-2024
1384;1423;1383;Stefano Gabbana;2,5;61;09-30-2024
1385;3075;1385;Bent Jensen;2,5;72;09-30-2024
1386;1112;1386;Angela Leong;2,5;63;09-30-2024
1387;1411;1387;Anand Burman;2,5;72;09-30-2024
1388;3185;1388;Michael Novogratz;2,5;59;09-30-2024
1389;1108;1389;Jonathan Kwok;2,5;32;09-30-2024
1390;1107;1389;Geoffrey Kwok;2,5;39;09-30-2024
1391;3030;1391;Ruan Hongliang;2,5;63;09-30-2024
1392;1835;1392;Michael Polsky;2,5;75;09-30-2024
1393;3186;1392;Stuart Hoegner;2,5;;09-30-2024
1394;1208;1394;Joseph Edelman;2,5;69;09-30-2024
1395;1240;1395;Roger Wang;2,5;75;09-30-2024
1396;1374;1396;Ni Yongpei;2,5;72;09-30-2024
1397;1475;1397;Hamdi Ulukaya;2,5;51;09-30-2024
1398;1346;1398;Brett Blundy;2,5;64;09-30-2024
1399;1234;1399;Henry Sy Jr;2,5;70;09-30-2024
1400;1790;1400;Jack Cockwell;2,5;83;09-30-2024
1401;896;1401;Antonio Del Valle Ruiz;2,5;86;09-30-2024
1402;1275;1402;Herbert Sy;2,5;68;09-30-2024
1403;1680;1403;Tran Dinh Long;2,5;63;09-30-2024
1404;3189;1404;Daniel Rocher;2,5;70;09-30-2024
1405;3190;1405;Bris Rocher;2,5;45;09-30-2024
1406;981;1406;Sam Goi;2,5;77;09-30-2024
1407;1534;1407;Larry Tanenbaum;2,5;79;09-30-2024
1408;1472;1408;Alexander Svetakov;2,5;56;09-30-2024
1409;1110;1409;Frank Laukien;2,5;64;09-30-2024
1410;1137;1410;Wong Man Li;2,5;59;09-30-2024
1411;1267;1411;Tor Peterson;2,5;60;09-30-2024
1412;970;1412;Cai Dongchen;2,5;71;09-30-2024
1413;1340;1413;Zhang Jingzhang;2,5;88;09-30-2024
1414;1474;1414;Barbara Tyson;2,5;75;09-30-2024
1415;1115;1415;Vincent McMahon;2,5;79;09-30-2024
1416;3191;1416;Pierre van der Mersch;2,5;89;09-30-2024
1417;1695;1417;Zhang Li;2,5;71;09-30-2024
1418;1833;1418;Andreas Pohl;2,5;60;09-30-2024
1419;1158;1419;Fiona Geminder;2,5;59;09-30-2024
1420;1197;1420;Charles Bronfman;2,5;93;09-30-2024
1421;1330;1421;T.Y. Tsai;2,5;71;09-30-2024
1422;3045;1422;Wu Kai;2,5;56;09-30-2024
1423;1081;1423;Zhu Xingming;2,5;57;09-30-2024
1424;3026;1424;Stephen Mandel Jr;2,5;68;09-30-2024
1425;3187;1425;Ivan Tavrin;2,4;47;09-30-2024
1426;1609;1426;Vardis Vardinoyannis;2,4;91;09-30-2024
1427;1075;1427;Sun Shoukuan;2,4;75;09-30-2024
1428;1191;1428;S. Daniel Abraham;2,4;100;09-30-2024
1429;3107;1429;Alexander Lutsenko;2,4;62;09-30-2024
1430;1851;1430;Sekar Vembu;2,4;52;09-30-2024
1431;1250;1431;Chen Tei-fu;2,4;76;09-30-2024
1432;1236;1432;Arvind Tiku;2,4;54;09-30-2024
1433;1452;1433;Katarina Martinson;2,4;43;09-30-2024
1434;3193;1434;Ugo Gussalli Beretta;2,4;86;09-30-2024
1435;3182;1435;Zou Zhinong;2,4;56;09-30-2024
1436;1540;1436;Zhang Fan;2,4;58;09-30-2024
1437;1467;1437;Shu Ping;2,4;;09-30-2024
